daily_active_users,monthly_revenue,growth_rate,churn_rate,marketing_spend,sector,valuation
13529,2737.6565074103796,0.170599810791643,0.12892918511119486,7210.181391786159,Gaming,3153581.66210535
32648,6092.634732715528,0.1167859454797803,0.18540394712417707,7949.8858806098,Fintech,3145055.1699440647
39312,7365.321821460485,0.08750484173690555,0.19768448353936496,4937.098326104931,SaaS,3133702.6234815647
14612,2769.748479014229,0.14803426287914961,0.15094817491924792,3256.281306015341,Fintech,3107791.3814569963
35656,7952.820830878563,0.15932723128702944,0.159796408838218,7236.321971948306,Gaming,3227967.5709100305
27075,5074.074683474596,0.17166315455344272,0.14195603394039077,13109.217664958025,Gaming,3207333.316678469
33224,7306.199104635114,0.16770845548739044,0.15683191279142597,7314.2064979546285,SaaS,3225614.895296743
56862,12576.782311749206,0.09675165236285216,0.18524255747724705,6796.031288196608,SaaS,3245558.4620075114
19483,4739.683099469336,0.146724613339218,0.1669334795048961,6510.324635837413,Gaming,3132027.2090962827
15110,3382.3185259334964,0.08935236887908904,0.19817006404355253,6608.555423829768,Fintech,3035694.591467688
14118,3515.2570396295523,0.14555219529554608,0.10907297245281124,4970.564125179901,Fintech,3144997.85611133
14648,2668.4185517681344,0.15306011940959008,0.16558420670428003,8318.490376939457,E-commerce,3115437.073700449
21193,4859.347835174401,0.12849824278409688,0.18694748485708093,7810.24949936636,SaaS,3106985.582626921
26123,4750.561735528575,0.08229791379173076,0.24739862302274745,8794.373949693227,Fintech,3033131.0817502784
25294,5844.341351833393,0.11995376846276964,0.1507813540886959,4447.926162244766,E-commerce,3131691.9047659496
33309,6895.2799232864045,0.19111314029091248,0.11216803724356383,8262.504638388476,Healthcare,3270161.502855331
22170,4939.28852111276,0.15101043652715568,0.1445281409150329,6998.308183491429,Fintech,3161086.1719412534
45559,9187.77715183908,0.113430001903116,0.20944842773130784,7554.575370047198,Gaming,3189199.781256892
19296,3688.1863584842663,0.13589441168374045,0.1363201370878784,6822.778550449285,Fintech,3135770.9815372764
85826,19795.412976427153,0.12003793240619924,0.174895805881017,12713.399429390316,Healthcare,3419862.2995447
30116,7327.928316054976,0.08896110923748793,0.21291564230430796,8185.297164950298,Fintech,3103159.860370628
14348,2767.022863154567,0.09814506040538373,0.216686819109016,9649.063908081262,Fintech,3026865.4309615255
12894,3151.928114826346,0.12167959362171575,0.18661335342623792,3243.3386273263245,SaaS,3063576.916497396
28035,5321.400380208456,0.12110477075079615,0.17824924553056576,8554.161216364406,Fintech,3129214.443963201
19697,4559.783247040468,0.1942944292196189,0.09948781574676294,5919.309749508572,SaaS,3219715.6750887814
31476,7779.644705918968,0.13689965123303044,0.1613210174666809,11540.316423230275,Healthcare,3200374.025457571
27906,5310.957227840269,0.12099904268222232,0.19404111220652898,7619.940625733092,Healthcare,3121319.929465449
21238,4469.670968909313,0.14142612959683062,0.14206081626534317,9156.17836107965,Gaming,3156090.4812549143
14423,2936.8404487638636,0.08228042248202844,0.21303583914837024,3835.48960647075,Gaming,3008093.2468871907
10327,2139.6866808305826,0.11788375999650859,0.1774366191093499,6936.1731607625115,Fintech,3050597.652822945
17619,4100.289834463394,0.11902588176090348,0.13924583224798487,5495.58574365096,SaaS,3115842.05003105
33799,7648.146731201175,0.1030403590702259,0.15783720129361248,9916.245052223123,E-commerce,3168045.480472449
24515,6075.015265366421,0.17518044562936205,0.09499192171406952,6427.055580180869,SaaS,3252894.674215171
11815,2280.100823250929,0.16408933847610943,0.13164679961387676,6538.164521859593,SaaS,3140273.040359875
24018,5236.602769162829,0.10207018617047031,0.207947604331102,9562.488518767335,Gaming,3093796.0417157533
26706,5646.6853987692375,0.09908134862330076,0.18857508208137203,5429.527983005718,SaaS,3098174.750925989
14158,3459.0815353119533,0.10537115294168248,0.16213396480194248,5417.356101329589,E-commerce,3066896.777971203
23786,4299.161234458788,0.13289643238913515,0.18598181851087578,6249.030458392415,Healthcare,3109663.7604764234
22676,5651.809960545625,0.1450390999154851,0.16056841003884684,8050.144108059978,E-commerce,3155588.732101738
12438,2656.525478151586,0.15646973102783485,0.13903229517036184,9633.806597532312,Gaming,3130817.3108422677
26341,5894.793789344613,0.10683068608304883,0.19803772395076052,6623.653602742935,Healthcare,3115056.3304424654
29155,5982.713258516094,0.13055134009422364,0.14835051800027974,9834.302418892574,SaaS,3178323.115868161
37855,9072.967795692617,0.13001904285011998,0.19062282787857235,8558.12830642253,SaaS,3195996.118366672
37305,8182.447220484888,0.1678696660787069,0.1385062777995278,5303.273804401839,SaaS,3261021.8978491486
11060,2503.9482268445677,0.1678782936195925,0.12916937289464014,6598.471905414589,E-commerce,3138010.9507702016
13781,3106.5589047248927,0.10027838513065133,0.19291613923567733,7402.791713536751,Healthcare,3047207.2803917388
28495,5855.116975347012,0.07970874886935954,0.22171743685530973,6536.196103216754,SaaS,3045643.6464788867
28478,5277.525010500656,0.13289930485379378,0.17675108657422284,9894.54136573341,SaaS,3141476.8761367775
28496,6740.427763314323,0.11710412912122001,0.14804222390536437,7454.047899754543,Healthcare,3155721.3169749575
151201,30282.55356876116,0.04805926510388202,0.23628960053644238,11764.441019417098,Healthcare,3513958.690338239
29303,7015.874173955752,0.11313870565823632,0.18024227242682334,7075.873164930094,E-commerce,3151542.1956378515
38862,8650.875922534036,0.14859492220530635,0.14398393156539183,8977.579500199847,SaaS,3261829.3039219705
35489,7266.701983824498,0.0877295209962529,0.19803109601652705,10843.937380577023,Fintech,3116020.628908717
30506,6760.047246861253,0.19069930109888827,0.12485189244706807,7065.19272376336,Gaming,3246861.6401683446
18814,4236.620965986166,0.11937684898517266,0.16681413656340502,10437.064639776563,Fintech,3103179.8840342346
32192,7387.028658379702,0.1534098264095377,0.12520158707021545,11781.878495113044,Healthcare,3236902.8041494507
14966,3555.3778764722983,0.12269208345601264,0.167944837423827,6769.964735963161,Healthcare,3091680.569229721
19566,3740.683563960596,0.09499098674920955,0.2351358476358152,10205.968548204162,Healthcare,3030243.7632062226
17280,4252.437047816119,0.13726596205813943,0.16300080531326736,5338.445453910866,Healthcare,3121671.8038153904
22946,4790.180411705756,0.10128412058627842,0.18907194355338827,7371.9822993937705,Healthcare,3083748.0192214665
70075,16834.223826110727,0.12052872863087738,0.1728650196583116,8009.703625585758,SaaS,3342871.4709494
8659,1692.2592971402755,0.145057083398336,0.11989729355651779,7013.340038463661,E-commerce,3110093.061858137
31043,5650.8202468905665,0.11415101310295492,0.18210006178814028,6932.8351206496645,Gaming,3139499.2453877074
9834,2164.798572749098,0.14978791840613842,0.15495231855708738,8645.96611159971,SaaS,3108222.5335219353
17396,3526.63262135209,0.17275346944912076,0.13600444260741154,7564.538510531038,SaaS,3167769.3636807604
37967,9450.454825930115,0.12834299998274495,0.16848138108749525,6898.7031340516,Gaming,3202815.1104272
22745,4260.405567925097,0.11714495420417188,0.1679144024084835,5896.769906999446,Fintech,3107961.4406246385
12850,2355.548927970168,0.15578470320667895,0.1623051533348125,10136.376440736001,Healthcare,3110377.0482851695
15403,2821.0786621421735,0.15579913543374396,0.13671461797678566,4026.671476217221,E-commerce,3125770.616992316
30939,6038.709867957028,0.12649262301933292,0.15388555081718985,5475.041741671299,Healthcare,3156176.295632588
15287,3371.446621711385,0.1838122471168481,0.10080576355919893,5289.672873342596,E-commerce,3197273.195859534
24544,5286.518320991472,0.12914571237019595,0.1641169145956284,7280.142664802594,E-commerce,3145016.4702763166
22534,4608.322573028363,0.18374208290175328,0.11035428139031418,4327.234685489359,Healthcare,3213319.151698325
15901,2961.012944072539,0.1226693303497737,0.1665012495328859,8710.322681791533,Fintech,3086109.253794816
64342,12634.297850727924,0.14439930540608437,0.16183152114784946,11197.684387442689,E-commerce,3327810.2030911753
30241,5833.195397030823,0.12878335832283141,0.16946559343399303,13720.406853254704,Gaming,3151818.6638815342
8001,1857.805625485988,0.15418755939338263,0.16348446940956385,8682.212956620613,SaaS,3092129.6192224273
24178,5672.068055374404,0.07752313573395445,0.2240477093839072,4937.768013861654,SaaS,3056074.170131635
15821,3708.2997090455733,0.2,0.09287378723353108,7707.40502987163,E-commerce,3222510.118741059
33732,8359.897295092464,0.1431972181126629,0.14667858698114244,6056.6726352053565,Healthcare,3213391.6002125447
14820,3584.908445526925,0.1733368837296885,0.11868400808661995,4658.932931731541,SaaS,3175468.894202376
20798,4468.374019227298,0.09861281105339952,0.17985079754852118,5179.179903316986,E-commerce,3082948.621923238
28353,5927.067670058629,0.14143779863925202,0.1538336068904957,5782.879827958208,E-commerce,3181442.3388305116
33957,8289.032608910215,0.1281977122328119,0.18138659531164142,5544.127704891302,Gaming,3172716.4277351727
12086,2692.588787737773,0.11242779646386436,0.20312759333549193,4473.117023056079,Fintech,3035061.1769154626
18634,3738.1277332948457,0.1795482132261999,0.12402946844086357,9544.469787279495,Fintech,3193268.2250767183
17370,3812.9318112988717,0.14598902696743368,0.2216857215574111,7806.142096390852,Fintech,3086826.095768672
15888,3963.268901945724,0.1406926298172706,0.16578200799587062,5650.5519779159495,E-commerce,3111832.2094857744
53248,12750.920723409508,0.14299483907312543,0.12232649228097978,8403.496519257518,Fintech,3319854.5943720485
26970,5385.627975948808,0.11131837383819257,0.1969701802008456,9692.953423037936,E-commerce,3106822.984692934
11725,2892.6373450715555,0.1491691550883698,0.1734410622614971,5868.934586606617,SaaS,3097809.1649546437
34854,8668.271630344518,0.13585207267141483,0.15883678854484728,4966.771192433476,E-commerce,3208172.9997894177
63645,12485.983479239587,0.12324887998215715,0.14746422404656107,10810.352507465755,E-commerce,3358071.7686601677
36909,8957.49866512362,0.16297201730081318,0.10082852471402048,8063.232778788112,SaaS,3296266.6000447217
10304,2491.7564562218136,0.13228342549854719,0.1657904491107601,5328.395477455198,E-commerce,3072208.480600181
17289,3160.130966935033,0.1257408450355489,0.15397415052991423,4312.245164359338,Gaming,3103792.309953106
41500,9415.447105844201,0.11150188612742445,0.18430497638680793,15140.762242366709,SaaS,3222192.039312194
15462,3113.5775269421556,0.12285059702907479,0.16964039384605173,4331.323324684727,E-commerce,3072038.772331319
27499,6248.4020831130065,0.16977309206105895,0.1595802669881191,6708.490045122731,Fintech,3208636.0001010797
32445,7914.928828310171,0.13219074499528774,0.18454150644415163,8024.1234489215985,E-commerce,3178156.1854698015
13856,2977.855968209994,0.17398418226516812,0.11473459785903957,5570.53401225553,Healthcare,3167693.5380582446
21380,4468.610242558298,0.14779250788348522,0.14389195646565314,8531.60351633701,Gaming,3153928.2054116568
4356,1065.0733152104672,0.12166998004107049,0.1969378132018276,5418.103581568258,Gaming,3015016.783315894
13197,3275.337619857679,0.0984098105711752,0.20397354647938898,7470.170577231535,SaaS,3030612.4521520208
19413,3578.9135682022766,0.09705212451550202,0.20928352749358237,6531.5524638432835,E-commerce,3041905.797301403
11802,2886.7617038461,0.11756744728873393,0.2060497698831615,9688.855303552702,Healthcare,3049109.3929768214
49821,9256.432777601582,0.1565010692403827,0.1280650268592697,8077.171896946779,Fintech,3310006.0883481484
10774,2193.6945164096355,0.18381406977533551,0.13522281681831844,3873.432323173671,Gaming,3147889.334677988
17676,4125.228213165492,0.14424150078023734,0.14787822501145462,6268.68372737418,Gaming,3141127.5906789266
23514,5511.5073315331,0.16643733951738773,0.08867165850445455,7757.111322940899,Gaming,3236221.2463128273
45280,10450.965064696686,0.11145551772091554,0.16518432857903684,7484.760321026156,Gaming,3253076.986499636
10743,1963.1529821468039,0.12597045846171315,0.15547173008509146,6793.439581936021,Healthcare,3076432.255835028
